customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PaperlessBilling,Charges.Monthly,Charges.Total,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Cuentas_Diarias
0040-HALCW,0,0,0,1,1,54,0,20.4,1090.6,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,0.67
0042-JVWOJ,0,0,0,0,0,26,1,19.6,471.85,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,0.64
0042-RLHYP,0,1,0,1,1,69,0,19.7,1396.9,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,0.65
0048-LUMLS,0,0,0,1,1,37,0,91.2,3247.55,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,3.0
0048-PIHNL,0,1,0,1,0,49,0,20.45,900.9,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,0.67
0052-DCKON,0,0,0,1,0,66,0,115.8,7942.15,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,3.8
0052-YNYOT,0,1,0,0,0,67,0,20.55,1343.4,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,0.68
0056-EPFBG,0,0,0,1,1,20,1,39.4,825.4,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,1.29
0057-QBUQH,0,1,0,0,1,43,1,25.1,1070.15,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0.82
0058-EVZWM,0,1,0,1,0,55,1,89.8,4959.6,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,2.95
0060-FUALY,0,1,0,1,0,59,1,94.75,5597.65,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,3.11
0064-SUDOG,0,1,0,1,1,12,0,20.3,224.5,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,0.67
0064-YIJGF,0,0,0,1,1,27,1,75.75,1929.0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,2.49
0067-DKWBL,1,0,1,0,0,2,1,49.25,91.1,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,1.62
0068-FIGTF,0,1,0,0,0,27,0,78.2,2078.95,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,2.57
0071-NDAFP,0,0,0,1,1,25,0,25.5,630.6,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,0.84
0074-HDKDG,0,0,0,1,1,25,1,61.6,1611.0,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,2.02
0076-LVEPS,0,0,0,0,1,29,1,45.0,1242.45,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,1.48
0078-XZMHT,0,0,0,1,0,72,1,85.15,6316.2,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,2.8
0080-EMYVY,0,1,0,0,0,14,0,51.45,727.85,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,1.69
0080-OROZO,0,1,0,0,0,35,1,99.25,3532.0,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,3.26
0082-LDZUE,0,0,0,0,0,1,1,44.3,44.3,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,1.46
0082-OQIQY,0,0,0,0,0,29,1,94.2,2607.6,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,3.09
0083-PIVIK,0,0,0,0,0,64,0,81.25,5567.55,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,2.67
0089-IIQKO,0,1,0,1,1,39,1,99.95,3767.4,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,3.28
0093-EXYQL,0,1,1,0,0,40,1,91.55,3673.6,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,3.01
0093-XWZFY,1,0,0,0,0,40,1,104.5,4036.85,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,3.43
0094-OIFMO,1,1,1,0,0,11,1,95.0,1120.3,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,3.12
0096-BXERS,0,1,0,1,0,6,0,50.35,314.55,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,1.65
0096-FCPUF,0,0,0,0,0,30,1,64.5,1888.45,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,2.12
0098-BOWSO,0,0,0,0,0,27,1,19.4,529.8,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.64
0100-DUVFC,0,0,1,1,0,70,1,104.8,7308.95,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,3.44
0103-CSITQ,0,1,0,1,0,57,1,109.4,6252.7,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,3.59
0104-PPXDV,0,0,0,1,0,58,0,50.3,2878.55,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,1.65
0106-GHRQR,0,0,0,0,0,16,1,71.4,1212.1,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,2.35
0106-UGRDO,0,1,0,1,0,69,1,116.0,8182.85,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,3.81
0107-WESLM,1,0,0,0,0,1,1,19.85,19.85,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.65
0107-YHINA,1,0,0,0,1,1,1,99.75,99.75,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,3.28
0111-KLBQG,0,0,1,1,1,32,1,93.95,2861.45,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,3.09
0112-QAWRZ,0,0,0,1,1,16,1,90.8,1442.2,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,2.98
0112-QWPNC,1,0,0,1,0,49,0,84.35,4059.35,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,2.77
0114-IGABW,0,1,0,1,0,71,0,58.25,4145.9,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,1.91
0114-PEGZZ,0,1,0,0,0,33,0,107.55,3645.5,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,3.53
0114-RSRRW,0,1,0,1,0,10,1,19.95,187.75,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,0.66
0115-TFERT,1,0,0,1,0,21,1,111.2,2317.1,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,3.65
0117-LFRMW,1,0,0,1,1,37,0,40.2,1448.8,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,1.32
0118-JPNOY,0,1,1,0,0,26,1,85.8,2193.65,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,2.82
0121-SNYRK,0,0,0,0,0,50,1,35.4,1748.9,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,1.16
0122-OAHPZ,1,1,0,0,0,7,1,73.85,511.25,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.43
0123-CRBRT,0,1,0,1,1,61,0,88.1,5526.75,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,2.89
0125-LZQXK,1,0,0,0,0,15,1,101.35,1553.95,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,3.33
0128-MKWSG,0,1,0,0,1,26,0,45.8,1147.0,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,1.5
0129-KPTWJ,0,0,0,1,0,72,1,94.65,6747.35,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,3.11
0129-QMPDR,0,0,0,1,1,44,1,20.5,865.05,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,0.67
0130-SXOUN,0,0,0,0,0,66,0,89.4,5976.9,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,2.94
0133-BMFZO,1,1,0,0,0,2,1,86.25,181.65,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,2.83
0134-XWXCE,0,1,1,0,0,44,0,74.85,3268.05,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,2.46
0135-NMXAP,1,1,0,0,0,12,1,89.75,1052.4,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,2.95
0136-IFMYD,0,0,1,1,0,69,1,109.95,7634.25,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,3.61
0137-OCGAB,1,1,0,0,0,1,1,80.2,80.2,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,2.63
0137-UDEUO,1,1,0,0,0,3,0,19.85,63.75,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0.65
0139-IVFJG,0,1,0,1,0,2,0,90.35,190.5,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,2.97
0141-YEAYS,0,1,1,0,0,27,1,86.45,2401.05,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,2.84
0142-GVYSN,0,0,0,0,0,26,1,20.3,511.25,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.67
0147-ESWWR,0,1,1,1,0,39,1,101.25,3949.15,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,3.33
0148-DCDOS,1,0,0,0,0,25,1,94.7,2362.1,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,3.11
0151-ONTOV,1,1,0,0,0,1,0,70.9,70.9,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,2.33
0156-FVPTA,1,0,0,1,0,22,1,54.2,1152.7,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,1.78
0164-APGRB,0,1,0,0,0,72,1,114.9,8496.7,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,3.77
0164-XAIRP,0,1,0,0,0,24,1,19.55,470.2,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,0.64
0168-XZKBB,0,1,0,1,0,19,1,86.85,1564.4,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,2.85
0174-QRVVY,0,0,0,1,1,71,0,25.35,1847.55,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,0.83
0177-PXBAT,0,0,1,1,0,33,1,109.9,3694.7,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,3.61
0178-CIIKR,0,1,0,0,0,3,0,19.95,58.0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0.66
0178-SZBHO,0,0,0,1,1,47,0,87.2,4017.45,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,2.86
0181-RITDD,0,0,0,1,1,62,0,108.15,6825.65,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,3.55
0186-CAERR,0,0,0,0,0,71,1,116.3,8309.55,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,3.82
0187-QSXOE,0,0,1,1,0,7,1,89.0,605.45,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,2.92
0187-WZNAB,0,1,0,1,1,27,0,74.4,1972.35,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,2.44
0188-GWFLE,0,0,0,0,0,2,0,20.05,33.7,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0.66
0191-EQUUH,0,1,0,0,1,25,0,35.05,844.45,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,1.15
0191-ZHSKZ,0,0,1,0,0,30,1,74.75,2111.3,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,2.46
0193-ESZXP,1,1,1,1,0,58,1,105.5,6205.5,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,3.47
0195-IESCP,1,0,0,1,0,10,1,85.25,855.3,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,2.8
0196-JTUQI,0,1,0,0,0,9,1,75.2,633.85,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,2.47
0196-VULGZ,1,1,1,1,0,6,1,84.35,474.9,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,2.77
0197-PNKNK,0,1,0,1,1,69,0,84.45,5848.6,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,2.77
0201-MIBOL,0,1,1,0,0,66,1,102.4,6471.85,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,3.36
0201-OAMXR,1,1,0,0,0,70,0,115.55,8127.6,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,3.8
0203-HHYIJ,1,0,0,0,0,25,0,25.3,676.35,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,0.83
0206-OYVOC,0,1,0,1,1,46,1,19.25,864.2,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,0.63
0206-TBWLC,0,1,0,1,0,54,1,114.65,6049.5,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,3.77
0207-MDKNV,1,1,0,0,0,15,0,105.1,1582.75,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,3.45
0208-BPQEJ,0,1,0,1,1,12,0,19.4,198.1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,0.64
0212-ISBBF,0,1,0,0,0,22,1,50.35,1098.85,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,1.65
0214-JHPFW,0,1,0,1,0,70,0,57.8,4039.3,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,1.9
0215-BQKGS,0,0,0,0,0,30,1,84.3,2438.6,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,2.77
0218-QNVAS,0,0,0,1,1,71,0,100.55,7113.75,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,3.3
0219-QAERP,0,0,0,1,0,30,0,19.8,576.65,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0.65
0219-YTZUE,1,0,0,1,1,4,1,84.8,371.9,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,2.79
0220-EBGCE,1,0,0,0,0,2,1,85.85,167.3,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,2.82
0221-NAUXK,0,0,0,0,1,10,1,19.95,219.5,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,0.66
